frame_number,local_dot_x_truth,local_dot_y_truth,yaw_deg,pitch_deg,zoom,global_dot_x_truth,global_dot_y_truth,global_dot_size_truth
0,695.1812133789062,-47.669803619384766,0.0,0.0,1.0,1225,290,1
1,690.8538818359375,-47.703147888183594,0.20791169081775931,-0.33707865168539325,0.9888764044943821,1226,290,1
2,686.59765625,-47.67110061645508,0.40673664307580015,-0.6741573033707865,0.977752808988764,1227,290,1
3,682.4750366210938,-47.56880569458008,0.5877852522924731,-1.0112359550561798,0.966629213483146,1228,290,1
4,678.5433349609375,-47.39447021484375,0.7431448254773941,-1.348314606741573,0.9555056179775281,1229,290,1
5,674.8511352539062,-47.148826599121094,0.8660254037844386,-1.6853932584269662,0.9443820224719102,1230,290,1
6,671.436767578125,-46.83502197265625,0.9510565162951535,-2.0224719101123596,0.9332584269662921,1231,290,1
7,668.3268432617188,-46.45738220214844,0.9945218953682733,-2.359550561797753,0.9221348314606741,1232,290,1
8,665.5343627929688,-46.021541595458984,0.9945218953682734,-2.696629213483146,0.9110112359550562,1233,290,1
9,663.0589599609375,-45.533447265625,0.9510565162951536,-3.033707865168539,0.8998876404494383,1234,290,1
10,660.8865356445312,-44.99882888793945,0.8660254037844387,-3.3707865168539324,0.8887640449438202,1235,290,1
11,658.990234375,-44.423343658447266,0.7431448254773945,-3.7078651685393256,0.8776404494382023,1236,290,1
12,657.3313598632812,-43.811710357666016,0.5877852522924732,-4.044943820224719,0.8665168539325843,1237,290,1
13,655.8613891601562,-43.16822814941406,0.40673664307580004,-4.382022471910112,0.8553932584269663,1238,290,1
14,654.5245361328125,-42.49610900878906,0.20791169081775931,-4.719101123595506,0.8442696629213483,1239,290,1
15,653.2592163085938,-41.79819107055664,5.66553889764798e-16,-5.056179775280898,0.8331460674157304,1240,290,1
16,652.0022583007812,-41.076229095458984,-0.20791169081775907,-5.393258426966292,0.8220224719101124,1241,290,1
17,650.6902465820312,-40.331302642822266,-0.4067366430758002,-5.730337078651686,0.8108988764044944,1242,290,1
18,649.2634887695312,-39.563453674316406,-0.587785252292473,-6.067415730337078,0.7997752808988764,1243,290,1
19,647.668212890625,-38.771568298339844,-0.743144825477394,-6.404494382022472,0.7886516853932585,1244,290,1
20,645.858642578125,-37.95347213745117,-0.8660254037844384,-6.741573033707865,0.7775280898876404,1245,290,1
21,643.7996215820312,-37.10560989379883,-0.9510565162951535,-7.078651685393258,0.7664044943820225,1246,290,1
22,641.4679565429688,-36.222999572753906,-0.9945218953682733,-7.415730337078651,0.7552808988764045,1247,290,1
23,638.8530883789062,-35.299652099609375,-0.9945218953682734,-7.752808988764046,0.7441573033707864,1248,290,1
24,635.9581298828125,-34.32868194580078,-0.9510565162951536,-8.089887640449438,0.7330337078651685,1249,290,1
25,632.7992553710938,-33.30272674560547,-0.8660254037844386,-8.426966292134832,0.7219101123595506,1250,290,1
26,629.4057006835938,-32.21453857421875,-0.743144825477394,-8.764044943820224,0.7107865168539326,1251,290,1
27,625.8175048828125,-31.05776596069336,-0.5877852522924734,-9.10112359550562,0.6996629213483145,1252,290,1
28,622.0842895507812,-29.827260971069336,-0.40673664307580015,-9.438202247191011,0.6885393258426966,1253,290,1
29,618.2633666992188,-28.519977569580078,-0.20791169081775898,-9.775280898876405,0.6774157303370787,1254,290,1
30,614.416259765625,-27.13506507873535,-1.133107779529596e-15,-10.112359550561797,0.6662921348314608,1255,290,1
31,610.6071166992188,-25.67414093017578,0.2079116908177585,-10.449438202247192,0.6551685393258426,1256,290,1
32,606.8988037109375,-24.14120101928711,0.4067366430757997,-10.786516853932584,0.6440449438202247,1257,290,1
33,603.350830078125,-22.542095184326172,0.5877852522924729,-11.123595505617978,0.6329213483146068,1258,290,1
34,600.0166625976562,-20.884227752685547,0.7431448254773942,-11.460674157303371,0.6217977528089889,1259,290,1
35,596.9412841796875,-19.17546272277832,0.8660254037844384,-11.797752808988765,0.6106741573033707,1260,290,1
36,594.1592407226562,-17.423519134521484,0.9510565162951535,-12.134831460674157,0.5995505617977528,1261,290,1
